,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
374,Lebork,75,PL,1551580154,80,54.54,17.75,37.0,8.05
375,Barranca,0,PE,1551580441,100,-10.75,-77.76,72.75,11.01
376,Ust-Tsilma,0,RU,1551580441,49,65.44,52.15,-9.34,5.19
377,Chicama,75,PE,1551578400,88,-7.84,-79.15,75.2,11.41
378,Ugoofaaru,20,MV,1551580108,99,5.67,73.0,82.65,13.35
379,Ovalle,12,CL,1551580441,92,-30.6,-71.2,61.5,2.84
380,Aasiaat,76,GL,1551580126,99,68.71,-52.87,18.84,0.04
381,Tilichiki,76,RU,1551580121,83,60.47,166.1,2.55,6.76
382,Japura,48,ID,1551580441,80,-0.42,102.29,82.78,2.95
383,Tchollire,8,CM,1551580441,70,8.4,14.17,73.06,2.62
384,Lincoln,90,US,1551580150,78,40.8,-96.67,15.8,19.46
385,Nome,90,US,1551580058,82,30.04,-94.42,69.01,3.36
386,Zheleznodorozhnyy,0,RU,1551579438,72,55.75,38.0,21.0,4.47
387,Oktyabrskoye,20,RU,1551580221,92,56.73,85.44,18.0,6.71
388,Cockburn Town,76,TC,1551580438,97,21.46,-71.14,77.79,20.18
389,Guerrero Negro,12,MX,1551579849,77,27.97,-114.04,61.86,10.11
390,Dzierzoniow,75,PL,1551580421,80,50.73,16.65,41.0,5.82
391,Sola,90,NO,1551579979,93,58.89,5.65,44.6,13.87
392,Mount Isa,40,AU,1551578400,29,-20.73,139.49,91.4,14.99
393,Songjianghe,0,CN,1551580161,73,42.18,127.48,42.46,3.18
394,Santa Ines,75,EC,1551580301,82,-0.82,-78.63,55.4,3.36
395,Kagay,8,PH,1551580443,87,6.01,120.91,84.54,4.52
396,Naliya,8,IN,1551580444,90,23.26,68.83,66.22,4.74
397,Henties Bay,8,NA,1551578529,86,-22.12,14.28,66.99,2.28
398,Sirhind,92,IN,1551580181,98,30.62,76.39,56.41,10.45
399,Vardo,90,US,1551579921,56,39.62,-77.74,44.6,9.17
400,Evensk,8,RU,1551580207,100,61.92,159.24,4.62,14.25
401,La Ronge,90,CA,1551578400,64,55.1,-105.3,-4.01,11.41
402,Katsuura,90,JP,1551579883,53,33.93,134.5,51.01,4.7
403,Marsh Harbour,8,BS,1551580444,100,26.54,-77.06,76.35,7.76
404,Kaka,0,TM,1551580445,90,37.35,59.62,28.24,2.62
405,Kudahuvadhoo,92,MV,1551580445,100,2.67,72.89,82.24,12.57
406,Anan,90,JP,1551579883,53,33.91,134.64,51.01,4.7
407,Yara,36,CU,1551580445,90,20.27,-76.95,68.92,3.62
408,Port Hardy,20,CA,1551578400,65,50.7,-127.42,41.0,8.05
409,Houma,12,CN,1551580445,81,35.63,111.36,43.41,3.29
410,Chandbali,0,IN,1551580445,98,20.77,86.74,74.37,5.41
411,Carauari,20,BR,1551580446,98,-4.88,-66.9,73.2,1.28
412,Nanakuli,40,US,1551580301,60,21.39,-158.15,78.8,13.87
413,Majene,68,ID,1551580119,95,-3.54,118.97,82.92,1.61
414,Arbazh,0,RU,1551580446,72,57.68,48.31,-2.86,3.4
415,Fairbanks,90,US,1551579943,73,64.84,-147.72,25.0,3.36
416,Adrar,0,DZ,1551578400,30,27.87,-0.29,53.6,9.17
417,Merritt Island,20,US,1551580443,94,28.54,-80.67,75.2,3.36
418,Gat,0,SN,1551578400,63,14.69,-16.54,64.4,16.11
419,Makokou,76,GA,1551580446,92,0.56,12.85,72.84,2.39
420,Vestmanna,88,FO,1551579600,87,62.16,-7.17,42.8,9.17
421,Cap Malheureux,75,MU,1551579846,88,-19.98,57.61,80.6,11.41
422,Omboue,56,GA,1551580123,100,-1.57,9.26,80.85,3.74
423,Nelson Bay,90,AU,1551580245,45,-32.72,152.14,86.0,10.29
424,Forestville,20,CA,1551578400,66,48.74,-69.09,10.4,5.82
425,Madona,92,LV,1551580447,87,56.85,26.22,32.83,13.13
426,Redmond,1,US,1551580401,45,47.67,-122.12,45.0,6.93
427,Ahipara,0,NZ,1551580448,60,-35.17,173.16,75.36,8.55
428,Dekar,0,BW,1551580448,42,-21.53,21.93,64.42,0.72
429,Burgeo,24,CA,1551580448,100,47.61,-57.61,23.02,10.33
430,Grants,75,US,1551578100,81,35.15,-107.85,42.8,13.87
431,Rorvik,92,NO,1551580202,65,64.86,11.24,26.01,5.01
432,Kagoro,44,NG,1551580449,91,9.6,8.38,65.32,4.41
433,Santana do Mundau,0,BR,1551578400,88,-9.17,-36.22,75.2,2.24
434,Toora-Khem,24,RU,1551580158,62,52.47,96.11,21.58,3.51
435,Brumunddal,76,NO,1551580411,92,60.89,10.94,30.99,2.17
436,Soyo,92,AO,1551580449,99,-6.13,12.37,76.57,2.39
437,Cave Spring,75,US,1551580446,93,37.23,-80.01,50.0,6.2
438,Matara,64,PE,1551580125,90,-13.74,-72.9,44.71,1.72
439,Porto Novo,75,BR,1551578400,100,-23.68,-45.44,71.6,3.36
440,Issia,12,CI,1551580450,31,6.49,-6.58,80.85,5.53
441,Puerto Colombia,75,CO,1551578400,83,10.99,-74.96,77.0,13.87
442,Mitsamiouli,76,KM,1551580126,100,-11.38,43.28,81.66,9.78
443,Sabzevar,0,IR,1551580229,69,36.21,57.68,28.24,1.61
444,High Prairie,0,CA,1551580450,76,55.43,-116.48,-13.07,3.51
445,Kilindoni,24,TZ,1551580450,100,-7.91,39.67,83.37,3.62
446,Baykit,68,RU,1551580068,69,61.68,96.39,12.27,2.84
447,Ouahigouya,0,BF,1551580451,50,13.58,-2.42,52.86,3.74
448,Tumarbong,24,PH,1551580451,89,10.38,119.46,82.56,10.0
449,Letka,0,BA,1551578400,81,43.74,17.27,44.6,4.7
450,Aswan,0,EG,1551580333,83,24.09,32.9,44.71,2.95
451,Jeremie,20,HT,1551580451,100,18.65,-74.12,73.24,3.96
452,Alakurtti,0,RU,1551580451,64,66.96,30.34,-1.1,3.51
453,Zhezkazgan,90,KZ,1551578400,100,47.8,67.71,26.6,29.08
454,Praya,40,ID,1551578400,79,-8.71,116.27,84.2,4.7
455,Sinnamary,64,GF,1551580452,94,5.38,-52.96,79.14,12.01
456,Suleja,48,NG,1551580452,93,9.18,7.18,71.04,3.4
457,Constitucion,5,MX,1551577380,15,23.99,-104.67,73.4,18.34
458,Chatakonda,64,IN,1551580453,79,17.55,80.65,77.38,6.2
459,Haimen,64,CN,1551580385,72,31.87,121.18,57.99,8.77
460,Hanmer Springs,0,NZ,1551580453,28,-42.52,172.83,76.8,1.39
461,San Quintin,32,PH,1551580086,63,17.54,120.52,79.59,4.18
462,Sikasso,0,ML,1551580453,53,11.32,-5.68,57.31,4.97
463,Alta Gracia,0,AR,1551580262,88,-31.66,-64.43,71.01,6.93
464,Vila,0,IT,1551580144,60,45.18,8.4,48.99,8.05
465,Garowe,92,SO,1551580090,93,8.41,48.48,69.06,4.74
466,Cartagena del Chaira,20,CO,1551580454,94,1.33,-74.84,74.41,1.72
467,Mapulot,0,PH,1551580454,86,14.03,122.54,81.52,5.3
468,Itapirapua,24,BR,1551580454,91,-15.82,-50.61,72.34,2.84
469,Mudon,0,MM,1551580420,59,16.26,97.73,87.37,3.29
470,Paamiut,8,GL,1551580106,93,61.99,-49.67,28.56,5.64
471,Subtanjalla,0,PE,1551578400,78,-14.02,-75.76,73.4,16.11
472,Beloyarskiy,68,RU,1551580454,68,63.71,66.67,4.62,6.53
473,Neryungri,44,RU,1551580304,74,56.66,124.71,15.82,4.41
474,Ponta Delgada,75,PT,1551578400,93,37.73,-25.67,62.6,26.4
475,Hervey Bay,40,AU,1551579309,69,-25.3,152.85,79.0,14.99
476,Namibe,68,AO,1551580093,100,-15.19,12.15,76.71,2.28
477,Beira,88,ES,1551580412,76,43.2,-8.36,57.99,12.75
478,Takoradi,20,GH,1551580455,100,4.89,-1.75,81.16,7.54
479,Birjand,0,IR,1551578400,80,32.86,59.22,35.6,13.87
480,Meadow Lake,48,CA,1551580455,62,54.13,-108.44,-4.07,7.2
481,Fort Nelson,5,CA,1551578400,64,58.81,-122.69,-0.41,2.24
482,Sausar,75,IN,1551578400,78,21.65,78.8,71.6,5.82
483,Puerto Quijarro,20,BO,1551580456,83,-19.0,-57.72,78.42,2.51
484,High Level,20,CA,1551578400,49,58.52,-117.13,1.4,3.36
485,Smolenka,68,PL,1551580456,84,54.15,22.76,24.73,13.47
486,Los Llanos de Aridane,20,ES,1551578400,67,28.66,-17.92,62.6,8.05
487,Mount Gambier,44,AU,1551574800,64,-37.83,140.78,73.4,4.7
488,Frontera,5,MX,1551577200,88,18.53,-92.64,73.4,11.79
489,Tiarei,20,PF,1551580383,62,-17.53,-149.33,89.6,6.93
490,Puerto del Rosario,68,ES,1551578400,72,28.5,-13.86,64.4,13.87
491,Ambon,90,FR,1551580437,93,47.55,-2.56,54.0,14.99
492,Erice,40,IT,1551580420,87,38.04,12.59,51.8,3.36
493,Kefamenanu,12,ID,1551580457,90,-9.45,124.48,78.15,1.95
494,Pliska,0,BG,1551578400,92,43.36,27.12,26.6,2.24
495,Spasskoye,32,RU,1551580458,81,55.86,45.7,5.61,8.21
496,Grindavik,0,IS,1551579855,86,63.84,-22.43,30.2,14.99
497,Voskresenskoye,12,RU,1551580458,66,56.84,45.43,-1.24,2.62
498,Kiboga,0,UG,1551580459,90,0.92,31.77,62.49,2.84
499,Anatolikon,20,GR,1551580408,61,40.66,22.71,50.0,2.24
500,Beidao,80,CN,1551580459,100,34.57,105.89,36.12,3.29
501,Marrakesh,0,MA,1551578400,76,31.63,-7.99,53.6,1.12
502,Juruti,12,BR,1551580459,80,-2.16,-56.09,78.69,3.4
503,Aklavik,20,CA,1551578400,45,68.22,-135.01,5.0,4.7
504,Pamanukan,36,ID,1551580460,100,-6.28,107.82,82.24,1.61
505,Bondo,20,CD,1551580460,99,3.81,23.69,69.06,1.95
506,Flinders,40,AU,1551579906,48,-34.58,150.85,88.0,9.17
507,Nioro,0,GM,1551580460,51,13.79,-15.05,60.37,5.19
508,Suntar,8,RU,1551580460,66,62.16,117.65,14.34,3.74
509,Sinop,88,TR,1551580089,100,42.03,35.15,41.61,15.03
510,Shenjiamen,92,CN,1551580461,100,29.96,122.3,46.02,15.48
511,Oistins,40,BB,1551578400,73,13.07,-59.53,77.0,23.04
512,Dicabisagan,0,PH,1551580461,91,17.08,122.42,77.74,5.86
513,Nizhniy Tsasuchey,0,RU,1551580461,36,50.52,115.13,37.2,9.89
514,Zabolotovka,0,RU,1551580462,82,50.28,39.32,7.5,2.95
515,Suileng,0,CN,1551580462,44,47.25,127.08,41.02,4.97
516,Pingliang,36,CN,1551580462,93,35.54,106.68,33.06,3.62
517,Iquique,0,CL,1551578400,68,-20.22,-70.14,71.6,10.29
518,Dutlwe,0,BW,1551580462,56,-23.98,23.93,63.61,3.06
519,Tateyama,75,JP,1551580159,34,36.66,137.31,57.99,4.7
520,Quzhou,92,CN,1551580463,99,28.97,118.86,48.81,3.85
521,Venice,90,US,1551580422,100,27.1,-82.45,71.6,5.82
522,Apatou,36,SR,1551580463,71,5.16,-54.34,77.61,4.85
523,Rio Bananal,36,BR,1551580463,85,-19.26,-40.34,77.56,6.53
524,Preobrazheniye,0,RU,1551580309,42,42.9,133.91,47.46,4.18
525,Cleveland,90,US,1551580204,80,41.51,-81.69,32.0,3.36
526,Comodoro Rivadavia,0,AR,1551578400,42,-45.87,-67.48,66.2,19.46
527,Impfondo,8,CD,1551580464,97,1.62,18.06,67.66,2.06
528,Shache,0,CN,1551580249,75,38.42,77.24,44.01,2.95
529,Labuhan,36,ID,1551580128,80,-2.54,115.51,82.65,3.06
530,Pucallpa,75,PE,1551578400,88,-8.38,-74.54,77.0,3.36
531,Casteltermini,20,IT,1551580272,93,37.54,13.64,60.01,1.16
532,Goure,0,NE,1551580465,24,13.98,10.27,70.86,10.89
533,Rio Grande,0,BR,1551580465,90,-32.03,-52.1,70.95,14.14
534,Horta,0,ES,1551580458,87,41.43,2.16,54.0,2.24
535,Beloha,0,MG,1551580344,90,-25.17,45.06,73.69,3.51
536,Grand Gaube,75,MU,1551580447,88,-20.01,57.66,80.6,11.41
537,Mandalgovi,0,MN,1551580466,66,45.76,106.27,28.06,4.63
538,Razgrad,88,BG,1551580467,72,43.53,26.52,33.28,8.77
539,Nador,8,MA,1551578400,76,35.17,-2.93,55.4,5.82
540,Taoudenni,0,ML,1551580124,41,22.68,-3.98,46.51,7.43
541,Antalaha,92,MG,1551580467,100,-14.9,50.28,75.54,4.52
542,Ritchie,0,ZA,1551578400,28,-29.03,24.6,69.8,6.93
543,Bozoum,12,CF,1551580467,79,6.31,16.38,71.04,7.65
544,Palora,76,EC,1551580467,100,-1.7,-77.97,59.7,2.17
545,Pirapozinho,0,BR,1551578400,61,-22.27,-51.5,78.8,2.95
546,Tonstad,90,NO,1551580287,93,58.66,6.71,44.6,13.87
547,Springbok,0,ZA,1551580236,87,-29.67,17.88,53.08,3.18
548,Muzhi,0,RU,1551580304,29,65.4,64.7,-20.09,3.29
549,Linda,90,US,1551580225,93,39.13,-121.55,55.4,3.51
550,Ljungby,92,SE,1551580300,100,56.83,13.94,39.2,10.29
551,Edd,8,ER,1551580468,90,13.93,41.69,64.96,3.74
552,Saint-Gaudens,0,FR,1551580459,66,43.11,0.72,46.0,4.7
